sender,receiver,value
Israel,Pakistan,11
Israel,Slovak Republic,27
Israel,India,139
Israel,Azerbaijan,48
Israel,Tajikistan,160
Israel,Turkey,10
Israel,France,463
Israel,Syrian Arab Republic,37
Israel,Egypt. Arab Rep.,185
Israel,Armenia,29
Israel,Ukraine,260
Israel,Bulgaria,17
Israel,Romania,236
Israel,Austria,21
Israel,Iran. Islamic Rep.,75
Israel,Kyrgyz Republic,80
Israel,Hungary,74
Israel,Czech Republic,87
Israel,Algeria,69
Israel,Georgia,28
Israel,Moldova,54
Israel,Morocco,528
Israel,Lebanon,37
Israel,Yemen. Rep.,71
Israel,Germany,168
Israel,Kazakhstan,4
Israel,Poland,249
Israel,Tunisia,49
Israel,United Kingdom,50
Israel,Greece,10
Italy,Lithuania,6
Italy,Argentina,10
Italy,Bolivia,12
Italy,Cameroon,4
Italy,Japan,32
Italy,Guatemala,4
Italy,Bosnia and Herzegovina,45
Italy,Russian Federation,14
Italy,Jordan,22
Italy,Pakistan,208
Italy,Vietnam,5
Italy,New Zealand,1
Italy,Albania,386
Italy,Slovak Republic,31
Italy,India,631
Italy,Kenya,5
Italy,Turkey,4
Italy,Bangladesh,278
Italy,France,443
Italy,Syrian Arab Republic,11
Italy,Peru,236
Italy,Nigeria,1288
Italy,Norway,5
Italy,Egypt. Arab Rep.,541
Italy,China,1406
Italy,Armenia,1
Italy,Dominican Republic,78
Italy,Ukraine,187
Italy,Sweden,29
Italy,Bulgaria,52
Italy,United States,36
Italy,Romania,1077
Italy,South Africa,3
Italy,Venezuela. RB,2
Italy,Austria,42
Italy,Iran. Islamic Rep.,9
Italy,Kyrgyz Republic,1
Italy,Hungary,33
Italy,Brazil,177
Italy,Luxembourg,12
Italy,Ireland,4
Italy,Ecuador,218
Italy,Czech Republic,38
Italy,Australia,10
Italy,Algeria,44
Italy,El Salvador,23
Italy,Belgium,166
Italy,Georgia,2
Italy,Denmark,13
Italy,Philippines,743
Italy,Moldova,240
Italy,Morocco,1070
Italy,Croatia,50
Italy,Thailand,27
Italy,Switzerland,34
Italy,Portugal,11
Italy,Mexico,8
Italy,Lebanon,113
Italy,Spain,165
Italy,Colombia,47
Italy,Sudan,4
Italy,Nepal,4
Italy,Netherlands,19
Italy,Israel,4
Italy,Indonesia,6
Italy,Senegal,247
Italy,Korea. Rep.,26
Italy,Germany,201
Italy,Poland,254
Italy,Sri Lanka,272
Italy,Honduras,4
Italy,Tunisia,412
Italy,Nicaragua,1
Italy,United Kingdom,61
Italy,Greece,5
Jamaica,India,5
Jamaica,United States,12
Jamaica,United Kingdom,9
Japan,Lithuania,1
Japan,Argentina,2
Japan,Bolivia,11
Japan,Saudi Arabia,1
Japan,Guatemala,1
Japan,Russian Federation,4
Japan,Jordan,1
Japan,Pakistan,32
Japan,Vietnam,162
Japan,Cambodia,2
Japan,New Zealand,5
Japan,Jamaica,1
Japan,Slovak Republic,1
Japan,India,134
Japan,Kenya,2
Japan,Turkey,1
Japan,Bangladesh,46
Japan,France,98
Japan,Peru,158
Japan,Nigeria,64
Japan,Norway,2
Japan,Egypt. Arab Rep.,11
Japan,China,4314
Japan,Dominican Republic,2
Japan,Ukraine,2
Japan,Sweden,3
Japan,Bulgaria,1
Japan,United States,98
Japan,Romania,4
Japan,South Africa,1
Japan,Malaysia,7
Japan,Austria,3
Japan,Iran. Islamic Rep.,5
Japan,Kyrgyz Republic,1
Japan,Hungary,2
Japan,Brazil,1168
Japan,Luxembourg,1
Japan,Ireland,1
Japan,Ecuador,1
Japan,Czech Republic,1
Japan,Australia,41
Japan,Belgium,15
Japan,Denmark,3
Japan,Philippines,1138
Japan,Morocco,1
Japan,Thailand,220
Japan,Switzerland,8
Japan,Portugal,1
Japan,Mexico,4
Japan,Lebanon,1
Japan,Spain,13
Japan,Colombia,6
Japan,Italy,5
Japan,Nepal,65
Japan,Netherlands,2
Japan,Israel,1
Japan,Indonesia,86
Japan,Senegal,1
Japan,Korea. Rep.,3137
Japan,Germany,23
Japan,Poland,2
Japan,Sri Lanka,31
Japan,Honduras,1
Japan,Tunisia,1
Japan,United Kingdom,31
Jordan,Saudi Arabia,55
Jordan,Japan,3
Jordan,Russian Federation,2
Jordan,Pakistan,56
Jordan,Oman,13
Jordan,India,123
Jordan,Turkey,2
Jordan,Bangladesh,127
Jordan,France,36
Jordan,Syrian Arab Republic,513
Jordan,Egypt. Arab Rep.,3809
Jordan,China,428
Jordan,Ukraine,3
Jordan,United States,40
Jordan,Romania,3
Jordan,Malaysia,2
Jordan,Austria,5
Jordan,Iran. Islamic Rep.,1
Jordan,Hungary,21
Jordan,Brazil,3
Jordan,Australia,7
Jordan,Algeria,3
Jordan,Philippines,119
Jordan,Morocco,8
Jordan,Thailand,4
Jordan,Switzerland,13
Jordan,Lebanon,152
Jordan,Spain,18
Jordan,Yemen. Rep.,17
Jordan,Italy,5
Jordan,Sudan,20
Jordan,Nepal,5
Jordan,Netherlands,3
Jordan,Israel,16
Jordan,Indonesia,197
Jordan,Korea. Rep.,4
Jordan,Germany,23
Jordan,Sri Lanka,259
Jordan,Tunisia,6
Jordan,United Kingdom,12
Kazakhstan,Lithuania,11
Kazakhstan,Russian Federation,1031
Kazakhstan,Azerbaijan,47
Kazakhstan,Tajikistan,58
Kazakhstan,Turkey,8
Kazakhstan,China,10
Kazakhstan,Armenia,11
Kazakhstan,Ukraine,247
Kazakhstan,Bulgaria,4
Kazakhstan,Iran. Islamic Rep.,1
Kazakhstan,Kyrgyz Republic,15
Kazakhstan,Georgia,2
Kazakhstan,Moldova,20
Kazakhstan,Germany,675
Kazakhstan,Poland,48
Kazakhstan,Greece,3
Kenya,Sudan,57
Korea. Rep.,Japan,43
Korea. Rep.,Russian Federation,1
Korea. Rep.,Pakistan,17
Korea. Rep.,Vietnam,185
Korea. Rep.,Cambodia,2
Korea. Rep.,New Zealand,2
Korea. Rep.,India,17
Korea. Rep.,Bangladesh,20
Korea. Rep.,France,14
Korea. Rep.,China,1923
Korea. Rep.,United States,64
Korea. Rep.,Malaysia,1
Korea. Rep.,Australia,9
Korea. Rep.,Philippines,152
Korea. Rep.,Thailand,108
Korea. Rep.,Nepal,20
Korea. Rep.,Indonesia,50
Korea. Rep.,Germany,5
Korea. Rep.,Sri Lanka,27
Korea. Rep.,United Kingdom,4
Kuwait,Pakistan,486
Kuwait,India,2947
Kuwait,Bangladesh,1024
Kuwait,Syrian Arab Republic,348
Kuwait,Egypt. Arab Rep.,2181
Kuwait,Iran. Islamic Rep.,108
Kuwait,Philippines,549
Kuwait,Indonesia,42
Kuwait,Sri Lanka,823
Kyrgyz Republic,Russian Federation,41
Kyrgyz Republic,Tajikistan,20
Kyrgyz Republic,Turkey,1
Kyrgyz Republic,Ukraine,6
Kyrgyz Republic,Germany,12
Libya,Syrian Arab Republic,70
Libya,Egypt. Arab Rep.,2080
Libya,Tunisia,259
Lithuania,Russian Federation,28
Lithuania,Azerbaijan,1
Lithuania,Tajikistan,2
Lithuania,France,1
Lithuania,China,1
Lithuania,Armenia,1
Lithuania,Ukraine,13
Lithuania,United States,1
Lithuania,Kyrgyz Republic,1
Lithuania,Georgia,1
Lithuania,Moldova,1
Lithuania,Lebanon,1
Lithuania,Germany,4
Lithuania,Poland,5
Luxembourg,Japan,1
Luxembourg,Bosnia and Herzegovina,3
Luxembourg,Vietnam,2
Luxembourg,India,4
Luxembourg,France,264
Luxembourg,Peru,1
Luxembourg,Nigeria,1
Luxembourg,Norway,1
Luxembourg,Egypt. Arab Rep.,1
Luxembourg,China,10
Luxembourg,Dominican Republic,1
Luxembourg,Sweden,3
Luxembourg,United States,3
Luxembourg,Romania,1
Luxembourg,Austria,4
Luxembourg,Iran. Islamic Rep.,1
Luxembourg,Hungary,2
Luxembourg,Brazil,3
Luxembourg,Ireland,1
Luxembourg,Czech Republic,2
Luxembourg,Algeria,1
Luxembourg,Belgium,407
Luxembourg,Denmark,9
Luxembourg,Philippines,3
Luxembourg,Morocco,2
Luxembourg,Croatia,1
Luxembourg,Thailand,1
Luxembourg,Switzerland,7
Luxembourg,Portugal,93
Luxembourg,Lebanon,1
Luxembourg,Spain,20
Luxembourg,Italy,32
Luxembourg,Netherlands,7
Luxembourg,Korea. Rep.,3
Luxembourg,Germany,62
Luxembourg,Poland,3
Luxembourg,Tunisia,1
Luxembourg,United Kingdom,7
Luxembourg,Greece,1
Macao SAR. China,Hong Kong SAR. China,10
Macao SAR. China,China,1925
Macao SAR. China,Philippines,67
Macao SAR. China,Thailand,5
Macao SAR. China,Portugal,3
Malaysia,Japan,68
Malaysia,Pakistan,42
Malaysia,New Zealand,4
Malaysia,India,547
Malaysia,Bangladesh,360
Malaysia,China,772
Malaysia,Australia,25
Malaysia,Philippines,1247
Malaysia,Thailand,365
Malaysia,Indonesia,3786
Malaysia,Sri Lanka,13
Malaysia,United Kingdom,23
Mexico,Argentina,5
Mexico,Bolivia,3
Mexico,Japan,15
Mexico,Guatemala,152
Mexico,Russian Federation,1
Mexico,India,3
Mexico,France,93
Mexico,Syrian Arab Republic,1
Mexico,Peru,13
Mexico,Nigeria,1
Mexico,Norway,1
Mexico,Egypt. Arab Rep.,1
Mexico,China,16
Mexico,Dominican Republic,3
Mexico,Sweden,1
Mexico,United States,950
Mexico,Venezuela. RB,1
Mexico,Austria,4
Mexico,Hungary,2
Mexico,Brazil,11
Mexico,Luxembourg,1
Mexico,Ecuador,4
Mexico,Czech Republic,2
Mexico,Australia,1
Mexico,El Salvador,20
Mexico,Belgium,24
Mexico,Haiti,1
Mexico,Denmark,2
Mexico,Philippines,2
Mexico,Switzerland,17
Mexico,Portugal,1
Mexico,Lebanon,17
Mexico,Spain,222
Mexico,Colombia,16
Mexico,Italy,11
Mexico,Netherlands,2
Mexico,Israel,2
Mexico,Korea. Rep.,13
Mexico,Germany,32
Mexico,Poland,3
Mexico,Honduras,21
Mexico,Nicaragua,5
Mexico,United Kingdom,7
Moldova,Russian Federation,68
Moldova,Ukraine,160
Moldova,Bulgaria,46
Nepal,Pakistan,39
Nepal,New Zealand,1
Nepal,India,3224
Nepal,Bangladesh,1
Nepal,China,61
Nepal,Australia,8
Nepal,Sri Lanka,2
Netherlands,Lithuania,13
Netherlands,Argentina,2
Netherlands,Bolivia,1
Netherlands,Cameroon,1
Netherlands,Saudi Arabia,2
Netherlands,Japan,22
Netherlands,Hong Kong SAR. China,5
Netherlands,Guatemala,3
Netherlands,Bosnia and Herzegovina,1
Netherlands,Russian Federation,3
Netherlands,Jordan,5
Netherlands,Pakistan,40
Netherlands,Oman,1
Netherlands,Vietnam,56
Netherlands,Cambodia,1
Netherlands,New Zealand,5
Netherlands,Jamaica,2
Netherlands,Albania,1
Netherlands,Slovak Republic,7
Netherlands,India,103
Netherlands,Azerbaijan,4
Netherlands,Kenya,8
Netherlands,Tajikistan,1
Netherlands,Turkey,44
Netherlands,Bangladesh,5
Netherlands,France,229
Netherlands,Syrian Arab Republic,18
Netherlands,Peru,9
Netherlands,Nigeria,151
Netherlands,Norway,10
Netherlands,Egypt. Arab Rep.,73
Netherlands,China,272
Netherlands,Armenia,4
Netherlands,Dominican Republic,25
Netherlands,Ukraine,2
Netherlands,Sweden,9
Netherlands,Bulgaria,10
Netherlands,United States,43
Netherlands,Romania,12
Netherlands,South Africa,17
Netherlands,Venezuela. RB,1
Netherlands,Malaysia,3
Netherlands,Austria,32
Netherlands,Iran. Islamic Rep.,26
Netherlands,Hungary,30
Netherlands,Brazil,45
Netherlands,Luxembourg,27
Netherlands,Ireland,4
Netherlands,Ecuador,4
Netherlands,Czech Republic,20
Netherlands,Australia,37
Netherlands,Algeria,6
Netherlands,El Salvador,1
Netherlands,Belgium,1063
Netherlands,Haiti,2
Netherlands,Georgia,1
Netherlands,Denmark,15
Netherlands,Philippines,56
Netherlands,Morocco,409
Netherlands,Thailand,60
Netherlands,Switzerland,47
Netherlands,Portugal,23
Netherlands,Mexico,5
Netherlands,Lebanon,39
Netherlands,Spain,136
Netherlands,Colombia,26
Netherlands,Yemen. Rep.,1
Netherlands,Italy,38
Netherlands,Sudan,9
Netherlands,Nepal,8
Netherlands,Israel,7
Netherlands,Indonesia,517
Netherlands,Senegal,3
Netherlands,Korea. Rep.,33
Netherlands,Germany,455
Netherlands,Poland,94
Netherlands,Sri Lanka,36
Netherlands,Honduras,2
Netherlands,Tunisia,15
Netherlands,Nicaragua,1
Netherlands,United Kingdom,83
Netherlands,Greece,4
New Zealand,Argentina,1
New Zealand,Saudi Arabia,1
New Zealand,Japan,36
New Zealand,Hong Kong SAR. China,4
New Zealand,Bosnia and Herzegovina,1
New Zealand,Russian Federation,2
New Zealand,Jordan,2
New Zealand,Pakistan,8
New Zealand,Oman,1
New Zealand,Vietnam,22
New Zealand,Cambodia,4
New Zealand,Slovak Republic,1
New Zealand,India,287
New Zealand,Kenya,5
New Zealand,Bangladesh,6
New Zealand,France,39
New Zealand,Syrian Arab Republic,1
New Zealand,Peru,1
New Zealand,Nigeria,13
New Zealand,Norway,2
New Zealand,Egypt. Arab Rep.,9
New Zealand,China,578
New Zealand,Ukraine,1
New Zealand,Sweden,3
New Zealand,Bulgaria,1
New Zealand,United States,37
New Zealand,Romania,3
New Zealand,South Africa,58
New Zealand,Malaysia,13
New Zealand,Austria,7
New Zealand,Iran. Islamic Rep.,3
New Zealand,Hungary,6
New Zealand,Brazil,7
New Zealand,Luxembourg,1
New Zealand,Ireland,7
New Zealand,Czech Republic,5
New Zealand,Australia,250
New Zealand,Belgium,17
New Zealand,Denmark,8
New Zealand,Philippines,88
New Zealand,Croatia,4
New Zealand,Thailand,34
New Zealand,Switzerland,25
New Zealand,Mexico,1
New Zealand,Lebanon,5
New Zealand,Spain,4
New Zealand,Colombia,1
New Zealand,Italy,3
New Zealand,Sudan,1
New Zealand,Nepal,4
New Zealand,Netherlands,43
New Zealand,Israel,1
New Zealand,Indonesia,16
New Zealand,Korea. Rep.,162
New Zealand,Germany,45
New Zealand,Poland,5
New Zealand,Sri Lanka,26
New Zealand,United Kingdom,474
New Zealand,Greece,1
Nicaragua,Guatemala,5
Nicaragua,France,2
Nicaragua,Peru,1
Nicaragua,United States,8
Nicaragua,Brazil,1
Nicaragua,El Salvador,7
Nicaragua,Belgium,1
Nicaragua,Switzerland,1
Nicaragua,Mexico,2
Nicaragua,Spain,5
Nicaragua,Colombia,1
Nicaragua,Germany,2
Nicaragua,Honduras,44
Nigeria,Cameroon,6
Nigeria,Egypt. Arab Rep.,43
Nigeria,Australia,4
Nigeria,Senegal,7
Norway,Lithuania,4
Norway,Argentina,1
Norway,Bolivia,1
Norway,Japan,5
Norway,Hong Kong SAR. China,1
Norway,Guatemala,3
Norway,Bosnia and Herzegovina,25
Norway,Russian Federation,4
Norway,Jordan,1
Norway,Pakistan,89
Norway,Vietnam,92
Norway,New Zealand,1
Norway,Slovak Republic,2
Norway,India,65
Norway,Kenya,6
Norway,Tajikistan,1
Norway,Turkey,3
Norway,Bangladesh,4
Norway,France,52
Norway,Syrian Arab Republic,4
Norway,Peru,3
Norway,Nigeria,24
Norway,Egypt. Arab Rep.,5
Norway,China,55
Norway,Dominican Republic,2
Norway,Ukraine,1
Norway,Sweden,112
Norway,Bulgaria,2
Norway,United States,41
Norway,Romania,3
Norway,South Africa,2
Norway,Austria,8
Norway,Iran. Islamic Rep.,18
Norway,Hungary,11
Norway,Brazil,10
Norway,Luxembourg,4
Norway,Ireland,1
Norway,Ecuador,2
Norway,Czech Republic,6
Norway,Australia,6
Norway,Algeria,2
Norway,El Salvador,1
Norway,Belgium,30
Norway,Denmark,140
Norway,Philippines,68
Norway,Moldova,1
Norway,Morocco,17
Norway,Croatia,6
Norway,Thailand,48
Norway,Switzerland,17
Norway,Portugal,2
Norway,Mexico,1
Norway,Lebanon,24
Norway,Spain,20
Norway,Colombia,13
Norway,Italy,5
Norway,Sudan,2
Norway,Nepal,4
Norway,Netherlands,12
Norway,Israel,1
Norway,Indonesia,4
Norway,Senegal,1
Norway,Korea. Rep.,51
Norway,Germany,75
Norway,Poland,23
Norway,Sri Lanka,48
Norway,Honduras,1
Norway,Tunisia,3
Norway,United Kingdom,39
Oman,Jordan,65
Oman,Pakistan,284
Oman,India,2614
Oman,Bangladesh,525
Oman,France,6
Oman,Egypt. Arab Rep.,231
Oman,Philippines,77
Oman,Sudan,19
Oman,Netherlands,3
Oman,Sri Lanka,132
Oman,United Kingdom,19
Peru,Argentina,2
Peru,Bolivia,3
Peru,Japan,5
Peru,India,1
Peru,France,9
Peru,China,15
Peru,United States,8
Peru,Austria,1
Peru,Brazil,6
Peru,Ecuador,2
Peru,Belgium,6
Peru,Philippines,1
Peru,Switzerland,3
Peru,Mexico,1
Peru,Lebanon,1
Peru,Spain,18
Peru,Colombia,3
Peru,Italy,4
Peru,Korea. Rep.,2
Peru,Germany,5
Peru,United Kingdom,1
Philippines,Bolivia,1
Philippines,Saudi Arabia,1
Philippines,Japan,27
Philippines,Guatemala,1
Philippines,Pakistan,3
Philippines,Vietnam,2
Philippines,India,23
Philippines,Kenya,1
Philippines,Bangladesh,2
Philippines,France,5
Philippines,Peru,1
Philippines,Nigeria,5
Philippines,Norway,6
Philippines,Egypt. Arab Rep.,2
Philippines,China,245
Philippines,Dominican Republic,2
Philippines,Bulgaria,1
Philippines,United States,84
Philippines,Austria,10
Philippines,Iran. Islamic Rep.,1
Philippines,Hungary,1
Philippines,Brazil,16
Philippines,Australia,11
Philippines,Algeria,1
Philippines,Belgium,23
Philippines,Denmark,5
Philippines,Thailand,1
Philippines,Switzerland,4
Philippines,Spain,1
Philippines,Italy,3
Philippines,Nepal,2
Philippines,Netherlands,1
Philippines,Israel,1
Philippines,Indonesia,13
Philippines,Korea. Rep.,12
Philippines,Germany,8
Philippines,Tunisia,1
Philippines,United Kingdom,74
Poland,Lithuania,266
Poland,Japan,1
Poland,Bosnia and Herzegovina,4
Poland,Russian Federation,27
Poland,Jordan,1
Poland,Vietnam,9
Poland,Slovak Republic,5
Poland,India,2
Poland,France,400
Poland,Syrian Arab Republic,1
Poland,Nigeria,6
Poland,Norway,1
Poland,Egypt. Arab Rep.,1
Poland,China,5
Poland,Armenia,3
Poland,Ukraine,331
Poland,Sweden,2
Poland,Bulgaria,2
Poland,United States,17
Poland,Romania,5
Poland,Austria,20
Poland,Hungary,6
Poland,Brazil,1
Poland,Luxembourg,3
Poland,Czech Republic,35
Poland,Australia,2
Poland,Algeria,1
Poland,Belgium,58
Poland,Denmark,4
Poland,Moldova,1
Poland,Croatia,2
Poland,Switzerland,3
Poland,Lebanon,3
Poland,Spain,6
Poland,Italy,7
Poland,Netherlands,2
Poland,Israel,1
Poland,Korea. Rep.,1
Poland,Germany,402
Poland,Tunisia,1
Poland,United Kingdom,5
Poland,Greece,1
Portugal,Lithuania,1
Portugal,Argentina,1
Portugal,Japan,1
Portugal,Russian Federation,2
Portugal,Pakistan,4
Portugal,India,54
Portugal,Kenya,1
Portugal,Bangladesh,1
Portugal,France,1488
Portugal,Peru,1
Portugal,Nigeria,5
Portugal,Norway,2
Portugal,Macao SAR. China,5
Portugal,Egypt. Arab Rep.,1
Portugal,China,21
Portugal,Ukraine,16
Portugal,Sweden,2
Portugal,Bulgaria,1
Portugal,United States,19
Portugal,Romania,5
Portugal,South Africa,20
Portugal,Venezuela. RB,7
Portugal,Austria,3
Portugal,Hungary,1
Portugal,Brazil,243
Portugal,Luxembourg,133
Portugal,Ireland,1
Portugal,Ecuador,1
Portugal,Czech Republic,1
Portugal,Australia,6
Portugal,Belgium,89
Portugal,Denmark,3
Portugal,Philippines,2
Portugal,Moldova,11
Portugal,Morocco,4
Portugal,Switzerland,139
Portugal,Mexico,1
Portugal,Lebanon,1
Portugal,Spain,143
Portugal,Colombia,1
Portugal,Italy,6
Portugal,Netherlands,8
Portugal,Senegal,2
Portugal,Korea. Rep.,1
Portugal,Germany,132
Portugal,Poland,1
Portugal,United Kingdom,25
Qatar,Pakistan,1233
Qatar,India,2294
Qatar,Egypt. Arab Rep.,698
Qatar,Iran. Islamic Rep.,183
Qatar,Philippines,965
Qatar,Nepal,1987
Qatar,Sri Lanka,407
Romania,Russian Federation,4
Romania,Turkey,1
Romania,Syrian Arab Republic,15
Romania,China,13
Romania,Ukraine,13
Romania,Bulgaria,22
Romania,United States,3
Romania,Hungary,25
Romania,Moldova,85
Romania,Croatia,3
Romania,Lebanon,10
Romania,Italy,5
Romania,Germany,9
Romania,Greece,2
Russian Federation,Lithuania,276
Russian Federation,Azerbaijan,1125
Russian Federation,Tajikistan,2159
Russian Federation,Armenia,827
Russian Federation,Ukraine,3628
Russian Federation,Kyrgyz Republic,1600
Russian Federation,Georgia,663
Russian Federation,Moldova,671
Russian Federation,Kazakhstan,117
Saudi Arabia,Jordan,948
Saudi Arabia,Pakistan,2967
Saudi Arabia,India,8382
Saudi Arabia,Turkey,19
Saudi Arabia,Bangladesh,1547
Saudi Arabia,Syrian Arab Republic,255
Saudi Arabia,Nigeria,329
Saudi Arabia,Egypt. Arab Rep.,5667
Saudi Arabia,United States,68
Saudi Arabia,Philippines,2801
Saudi Arabia,Morocco,43
Saudi Arabia,Thailand,116
Saudi Arabia,Lebanon,627
Saudi Arabia,Yemen. Rep.,1142
Saudi Arabia,Sudan,407
Saudi Arabia,Nepal,105
Saudi Arabia,Indonesia,839
Saudi Arabia,Sri Lanka,1257
Saudi Arabia,Tunisia,40
Saudi Arabia,United Kingdom,57
Senegal,France,190
Senegal,Syrian Arab Republic,2
Senegal,United States,1
Senegal,Morocco,5
Senegal,Lebanon,6
Singapore,Hong Kong SAR. China,1
Singapore,Pakistan,95
Singapore,India,1225
Singapore,Bangladesh,105
Singapore,China,3929
Singapore,United States,20
Singapore,Malaysia,927
Singapore,Indonesia,401
Singapore,Sri Lanka,12
Slovak Republic,Japan,1
Slovak Republic,Russian Federation,2
Slovak Republic,Vietnam,6
Slovak Republic,India,1
Slovak Republic,France,24
Slovak Republic,Syrian Arab Republic,1
Slovak Republic,Nigeria,1
Slovak Republic,Egypt. Arab Rep.,1
Slovak Republic,China,7
Slovak Republic,Ukraine,8
Slovak Republic,Bulgaria,1
Slovak Republic,United States,4
Slovak Republic,Romania,3
Slovak Republic,Austria,12
Slovak Republic,Hungary,63
Slovak Republic,Czech Republic,352
Slovak Republic,Australia,1
Slovak Republic,Belgium,12
Slovak Republic,Denmark,1
Slovak Republic,Croatia,1
Slovak Republic,Switzerland,4
Slovak Republic,Lebanon,1
Slovak Republic,Spain,2
Slovak Republic,Italy,2
Slovak Republic,Netherlands,1
Slovak Republic,Israel,1
Slovak Republic,Korea. Rep.,1
Slovak Republic,Germany,11
Slovak Republic,Poland,9
Slovak Republic,United Kingdom,2
South Africa,New Zealand,1
South Africa,Australia,10
Spain,Lithuania,76
Spain,Argentina,200
Spain,Bolivia,431
Spain,Cameroon,3
Spain,Saudi Arabia,1
Spain,Japan,22
Spain,Guatemala,34
Spain,Bosnia and Herzegovina,3
Spain,Russian Federation,30
Spain,Jordan,14
Spain,Pakistan,175
Spain,Vietnam,8
Spain,New Zealand,1
Spain,Jamaica,1
Spain,Albania,1
Spain,Slovak Republic,26
Spain,India,203
Spain,Azerbaijan,1
Spain,Kenya,5
Spain,Turkey,1
Spain,Bangladesh,33
Spain,France,2797
Spain,Syrian Arab Republic,13
Spain,Peru,472
Spain,Nigeria,934
Spain,Norway,79
Spain,Egypt. Arab Rep.,25
Spain,China,991
Spain,Armenia,23
Spain,Dominican Republic,417
Spain,Ukraine,95
Spain,Sweden,55
Spain,Bulgaria,206
Spain,United States,72
Spain,Romania,1069
Spain,South Africa,3
Spain,Venezuela. RB,40
Spain,Malaysia,1
Spain,Austria,52
Spain,Iran. Islamic Rep.,5
Spain,Kyrgyz Republic,1
Spain,Hungary,37
Spain,Brazil,580
Spain,Luxembourg,47
Spain,Ireland,17
Spain,Ecuador,1180
Spain,Czech Republic,52
Spain,Australia,23
Spain,Algeria,95
Spain,El Salvador,23
Spain,Belgium,1176
Spain,Haiti,1
Spain,Georgia,12
Spain,Denmark,64
Spain,Philippines,198
Spain,Moldova,47
Spain,Morocco,1737
Spain,Croatia,4
Spain,Thailand,9
Spain,Switzerland,582
Spain,Portugal,269
Spain,Mexico,89
Spain,Lebanon,39
Spain,Colombia,751
Spain,Italy,190
Spain,Sudan,1
Spain,Nepal,5
Spain,Netherlands,103
Spain,Israel,4
Spain,Indonesia,8
Spain,Senegal,154
Spain,Korea. Rep.,19
Spain,Germany,1048
Spain,Poland,188
Spain,Sri Lanka,3
Spain,Honduras,128
Spain,Tunisia,9
Spain,Nicaragua,18
Spain,United Kingdom,726
Spain,Greece,2
Sri Lanka,India,1410
Sri Lanka,France,5
Sri Lanka,China,2
Sri Lanka,Sweden,1
Sri Lanka,Australia,2
Sri Lanka,Germany,1
Sri Lanka,United Kingdom,1
Sudan,Saudi Arabia,1
Sudan,Jordan,2
Sudan,Pakistan,1
Sudan,India,12
Sudan,France,2
Sudan,Syrian Arab Republic,1
Sudan,Nigeria,418
Sudan,Egypt. Arab Rep.,54
Sudan,China,3
Sudan,United States,1
Sudan,Algeria,1
Sudan,Morocco,1
Sudan,Lebanon,2
Sudan,Yemen. Rep.,3
Sudan,Germany,2
Sudan,Tunisia,1
Sudan,United Kingdom,1
Sweden,Lithuania,7
Sweden,Argentina,2
Sweden,Bolivia,5
Sweden,Saudi Arabia,2
Sweden,Japan,11
Sweden,Guatemala,5
Sweden,Bosnia and Herzegovina,80
Sweden,Russian Federation,7
Sweden,Jordan,10
Sweden,Pakistan,16
Sweden,Vietnam,65
Sweden,New Zealand,1
Sweden,Jamaica,1
Sweden,Albania,1
Sweden,Slovak Republic,13
Sweden,India,105
Sweden,Azerbaijan,1
Sweden,Kenya,6
Sweden,Tajikistan,1
Sweden,Turkey,9
Sweden,Bangladesh,18
Sweden,France,84
Sweden,Syrian Arab Republic,51
Sweden,Peru,17
Sweden,Nigeria,31
Sweden,Norway,195
Sweden,Egypt. Arab Rep.,18
Sweden,China,124
Sweden,Armenia,2
Sweden,Dominican Republic,1
Sweden,Ukraine,4
Sweden,Bulgaria,6
Sweden,United States,30
Sweden,Romania,22
Sweden,South Africa,2
Sweden,Malaysia,1
Sweden,Austria,35
Sweden,Iran. Islamic Rep.,63
Sweden,Kyrgyz Republic,1
Sweden,Hungary,72
Sweden,Brazil,18
Sweden,Luxembourg,5
Sweden,Ireland,2
Sweden,Ecuador,4
Sweden,Czech Republic,32
Sweden,Australia,11
Sweden,Algeria,4
Sweden,El Salvador,9
Sweden,Belgium,36
Sweden,Denmark,229
Sweden,Philippines,46
Sweden,Moldova,1
Sweden,Morocco,15
Sweden,Croatia,13
Sweden,Thailand,133
Sweden,Switzerland,24
Sweden,Portugal,5
Sweden,Mexico,3
Sweden,Lebanon,282
Sweden,Spain,50
Sweden,Colombia,21
Sweden,Italy,17
Sweden,Sudan,2
Sweden,Nepal,2
Sweden,Netherlands,11
Sweden,Israel,3
Sweden,Indonesia,8
Sweden,Senegal,1
Sweden,Korea. Rep.,56
Sweden,Germany,185
Sweden,Poland,138
Sweden,Sri Lanka,27
Sweden,Honduras,1
Sweden,Tunisia,13
Sweden,Nicaragua,1
Sweden,United Kingdom,35
Sweden,Greece,6
Switzerland,Lithuania,2
Switzerland,Argentina,4
Switzerland,Bolivia,3
Switzerland,Cameroon,2
Switzerland,Saudi Arabia,1
Switzerland,Japan,18
Switzerland,Guatemala,4
Switzerland,Bosnia and Herzegovina,73
Switzerland,Russian Federation,4
Switzerland,Jordan,2
Switzerland,Pakistan,10
Switzerland,Vietnam,47
Switzerland,Cambodia,2
Switzerland,New Zealand,2
Switzerland,Jamaica,1
Switzerland,Albania,1
Switzerland,Slovak Republic,14
Switzerland,India,69
